_Id,_Name,_Tolddescribe,_Description,_Add,_Zipcode,_Zone,_Tel,_Opentime,_Parkinginfo,_Website,_Picture1,_Picdescribe1,_Picture2,_Picdescribe2,_Picture3,_Picdescribe3,_Px,_Py,_Class,_Map,_Changetime
C3_376600000A_000011,Casa Lounge Bar,"When Chiayi City falls into the arms of the night, at the beginning of the Hua Deng, the manager Shi Yizhe (Xiao Mao) will open the door of the Casa Lounge Bar on the road in Da Ya, and the orange-red wall in the store will blend the bar into a warm space to welcome any one. A soul who needs a drink at night. Before the Casa Lounge Bar, Xiaomao had repair service and car business. In the past 10 years, he ran away in the foreign counties and cities. Later, I thought that everything is more important than the family in my hometown, so it is better to return to Jia. Let's go. ""At that time, the store just had to be collected. If you want to say it, you will invest in the store and you will know that you will become your own sea."" Xiaomao said with a smile, in the first two years of opening the store, because of the heavy pressure, it was only forced to do so. After three days of vacation, until the third year of opening the store, the business gradually stabilized, and Xiao Mao increased to a one-day vacation time, and went to the bars of the foreign counties and cities to learn from them. Xiao Mao feels that Casa is one of the few bars that specializes in bartending in Chiayi City. It is also a topic for him to tell the story of Chiayi in the store. Use the tea provided by your tea farmers to make your own bartenders contain the flavor of Alishan. Choose the pineapple from Chiayi to add sweet and sour to the bartender.","When Chiayi City falls into the arms of the night, at the beginning of the Hua Deng, the manager Shi Yizhe (Xiao Mao) will open the door of the Casa Lounge Bar on the road in Da Ya, and the orange-red wall in the store will blend the bar into a warm space to welcome any one. A soul who needs a drink at night. Before the Casa Lounge Bar, Xiaomao had repair service and car business. In the past 10 years, he ran away in the foreign counties and cities. Later, I thought that everything is more important than the family in my hometown, so it is better to return to Jia. Let's go. ""At that time, the store just had to be collected. If you want to say it, you will invest in the store and you will know that you will become your own sea."" Xiaomao said with a smile, in the first two years of opening the store, because of the heavy pressure, it was only forced to do so. After three days of vacation, until the third year of opening the store, the business gradually stabilized, and Xiao Mao increased to a one-day vacation time, and went to the bars of the foreign counties and cities to learn from them. Xiao Mao feels that Casa is one of the few bars that specializes in bartending in Chiayi City. It is also a topic for him to tell the story of Chiayi in the store. Use the tea provided by your tea farmers to make your own bartenders contain the flavor of Alishan. Choose the pineapple from Chiayi to add sweet and sour to the bartender.","No. 512, Section 2, Daya Road, East District, Chiayi City",60076,,886-922882673,Monday ~ Sunday 19:00–01:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/0537dd5cab2de7c2f461b04feeed04c3.JPG,Casa Lounge Bar,,,,,120.4700562,23.4779411,1,,2018/12/21 14:35
C3_376600000A_000012,Wood coffee,"Orisun, the owner of Wood Coffee, has been interested in classic design items since the beginning of the university. In addition to the EAMES seats in the dormitory, he will also sell foreign clothing on the Internet. After graduating from the Industrial Design Institute, the idea of ??creating a space where design and life complement each other is gradually emerging. ""Opening a differentiated coffee shop"" is the concept of Orisun's entrepreneurship. Together with the support of the designer's wife and the baker's sister, the three people who were originally in different counties and cities gathered together and returned to Jia, each playing in this space. Your own talent. As the only exhibition outlet of Chiayi, which is an independent album of the wind and the sun, the imported classic old table and chairs with a taste of the store, and the simple yet reminiscent of the coffee dessert, these characteristics make the wood more coffee in Chiayi City. Domestic and international music performers seeking performance space are favored. &nbsp; Wood Coffee redesigned the old eucalyptus into a wooden frame dessert display cabinet, fully explaining the new concept of ""wood"". At the same time, the classic design that is not easy to touch in life is combined with the easy-to-apple desserts and coffee, so that customers can buy them directly after using the equipment in the store, and all kinds of fittings are just right for the guests to lift in the store. The foot is very interesting. Quality equipment and environment","Orisun, the owner of Wood Coffee, has been interested in classic design items since the beginning of the university. In addition to the EAMES seats in the dormitory, he will also sell foreign clothing on the Internet. After graduating from the Industrial Design Institute, the idea of ??creating a space where design and life complement each other is gradually emerging. ""Opening a differentiated coffee shop"" is the concept of Orisun's entrepreneurship. Together with the support of the designer's wife and the baker's sister, the three people who were originally in different counties and cities gathered together and returned to Jia, each playing in this space. Your own talent. As the only exhibition outlet of Chiayi, which is an independent album of the wind and the sun, the imported classic old table and chairs with a taste of the store, and the simple yet reminiscent of the coffee dessert, these characteristics make the wood more coffee in Chiayi City. Domestic and international music performers seeking performance space are favored. &nbsp; Wood Coffee redesigned the old eucalyptus into a wooden frame dessert display cabinet, fully explaining the new concept of ""wood"". At the same time, the classic design that is not easy to touch in life is combined with the easy-to-apple desserts and coffee, so that customers can buy them directly after using the equipment in the store, and all kinds of fittings are just right for the guests to lift in the store. The foot is very interesting. Quality equipment and environment","189 Chengren Street, Chiayi City",600,,886-5-2232288,"Tuesday ~ Friday 11:00–19:00 Saturday, Sunday 10:30–19:00 Monday Public Holiday",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/00c81d82bae7f19be4a5e10b80489942.jpg,木更咖啡,,,,,,,1,,2018/12/21 04:39
C3_376600000A_000013,Tibetan coffee,"The pace of compact urban life, the more eager to blend into slow life, the adjustment, every night, want to drink a cup of coffee, is it so difficult? Tibetan coffee boss Xiao Zhang Bing holds the right intention of drinking a good cup of coffee at a reasonable price, choose Light industrial style, bright light shines during the day, lighting the material into the elegant style of life, the warm lighting at night, giving the space a quiet and calm, not too many table arrangements, personally arranged this uncongested, after work on weekdays You can also sit down and have a cup of coffee, especially until 11 or 12 in the evening, so that you can enjoy the esoteric coffee without any burden, whether you are alone or at the moment of gathering. &nbsp;In addition to carefully selected coffee items, especially with hand-made desserts, insist on using simple fresh milk on the ground, fresh fruits in the season, to make the purest peace of mind, simple choice of ingredients, after the ingenuity of Xiaozhang The quenching chain, the avatar is the taste of the taste buds, the senses are amazing, from the coffee latte, caramel macchiato, the season wildberry cheese cake, puff... from the light to the rich delicious rhythm, predict each The sweet feast of the day, the most special is the holiday limited, limited hand-made rainbow layer cake, colorful and lovely rainbow color, people can not help but burst into a heart, killing many girls' camera capacity, through the year","The pace of compact urban life, the more eager to blend into slow life, the adjustment, every night, want to drink a cup of coffee, is it so difficult? Tibetan coffee boss Xiao Zhang Bing holds the right intention of drinking a good cup of coffee at a reasonable price, choose Light industrial style, bright light shines during the day, lighting the material into the elegant style of life, the warm lighting at night, giving the space a quiet and calm, not too many table arrangements, personally arranged this uncongested, after work on weekdays You can also sit down and have a cup of coffee, especially until 11 or 12 in the evening, so that you can enjoy the esoteric coffee without any burden, whether you are alone or at the moment of gathering. &nbsp;In addition to carefully selected coffee items, especially with hand-made desserts, insist on using simple fresh milk on the ground, fresh fruits in the season, to make the purest peace of mind, simple choice of ingredients, after the ingenuity of Xiaozhang The quenching chain, the avatar is the taste of the taste buds, the senses are amazing, from the coffee latte, caramel macchiato, the season wildberry cheese cake, puff... from the light to the rich delicious rhythm, predict each The sweet feast of the day, the most special is the holiday limited, limited hand-made rainbow layer cake, colorful and lovely rainbow color, people can not help but burst into a heart, killing many girls' camera capacity, through the year","233 Zhongshan Road, East District, Chiayi City",60041,,886-5-2255622,"Sunday ~ Thursday 09:00–23:00 Friday, Saturday 09:00–00:00",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/d09d8d9779de99995dd0a466596dd9d4.JPG,藏咖啡,,,,,120.451757,23.4808787,1,,2018/12/21 18:15
C3_376600000A_000014,25×40 art space,"At the age of 25, Huang Yizhen, who is working in Taipei, read the book ""Song of the Sad Coffee Shop"" and the dream of opening a coffee shop was born. After 15 years of career, I finally completed my dream at Zhongzheng Road in Chiayi City when I was 40 years old. This is the naming of two numbers in the 25x40 art space. Stepping into the 25x40 art space, the old Elm House tells them about 60 years of history. This is why Huang Yizhen decided to rent when he first saw this old house and spent three months repairing it. The structure with no compartments is high, as if you open your hands and welcome any unintentional visits by passers-by. The store provides non-scheduled exhibitions and sales of Wen Chuang works. When I was studying at the Institute, I felt that many art or hand-created people had few opportunities to exhibit works when discussing the products. I hope that by providing a platform, their art works will be able to emerge. In addition to the sale of physical goods, Yi Yi also plans various art and cultural activities, often invites national celebrities to the store to hold lectures, workshops, concerts, and hopes to promote the exchange of art and music in Chiayi City by organizing these events. &nbsp;The storehouse’s old wooden house was connected to the next building in the past, the construction master said","At the age of 25, Huang Yizhen, who is working in Taipei, read the book ""Song of the Sad Coffee Shop"" and the dream of opening a coffee shop was born. After 15 years of career, I finally completed my dream at Zhongzheng Road in Chiayi City when I was 40 years old. This is the naming of two numbers in the 25x40 art space. Stepping into the 25x40 art space, the old Elm House tells them about 60 years of history. This is why Huang Yizhen decided to rent when he first saw this old house and spent three months repairing it. The structure with no compartments is high, as if you open your hands and welcome any unintentional visits by passers-by. The store provides non-scheduled exhibitions and sales of Wen Chuang works. When I was studying at the Institute, I felt that many art or hand-created people had few opportunities to exhibit works when discussing the products. I hope that by providing a platform, their art works will be able to emerge. In addition to the sale of physical goods, Yi Yi also plans various art and cultural activities, often invites national celebrities to the store to hold lectures, workshops, concerts, and hopes to promote the exchange of art and music in Chiayi City by organizing these events. &nbsp;The storehouse’s old wooden house was connected to the next building in the past, the construction master said","No. 554, Zhongzheng Road, West District, Chiayi City",60042,,886-905188033,"Monday, Tuesday, Friday ~ Sunday 13:30–21:00 Wednesday, 4 public holidays",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/3d385079b045bed4b53f87b0cd0fad81.jpg,25×40藝文空間,,,,,120.4466113,23.4789133,1,,2018/12/21 17:50
C3_376600000A_000015,Fei Fei Bistro,"Fei Fei is my cat. I remember it in order to commemorate the days it has accompanied me. It is full of thoughts and is named after the restaurant. He is the owner and dessert of this restaurant. Division - Huang Kaijie. After 12 years in the manufacturing industry, he turned to the baking industry because of his interest. ""Because I like food very much,"" he said, for this sentence, with this passionate learning, baking class, and then set up his own brand. ""Fei Fei Cookie"" - selling handmade biscuits and desserts on the Internet, and creating customized cakes. The original intention of the brand was to insist on baking without any additives. It was to use the purest taste and touch the taste buds with the simplest ingredients. After the opening of the small restaurant, this original intention continued to burn, just to make more Customers feel simple but sincere. ""Love chocolate and snowflake cakes are the most recommended products, although the ingredients used are top-notch, but the price is very cheap."" When talking about the best handmade biscuits, Huang Kaijie said, ""Because it is simple, Delicious and cheap is the most important element in the store,"" he added. He upholds the three principles of a small restaurant and can imagine that he wants the store to bring customers a feeling of super","Fei Fei is my cat. I remember it in order to commemorate the days it has accompanied me. It is full of thoughts and is named after the restaurant. He is the owner and dessert of this restaurant. Division - Huang Kaijie. After 12 years in the manufacturing industry, he turned to the baking industry because of his interest. ""Because I like food very much,"" he said, for this sentence, with this passionate learning, baking class, and then set up his own brand. ""Fei Fei Cookie"" - selling handmade biscuits and desserts on the Internet, and creating customized cakes. The original intention of the brand was to insist on baking without any additives. It was to use the purest taste and touch the taste buds with the simplest ingredients. After the opening of the small restaurant, this original intention continued to burn, just to make more Customers feel simple but sincere. ""Love chocolate and snowflake cakes are the most recommended products, although the ingredients used are top-notch, but the price is very cheap."" When talking about the best handmade biscuits, Huang Kaijie said, ""Because it is simple, Delicious and cheap is the most important element in the store,"" he added. He upholds the three principles of a small restaurant and can imagine that he wants the store to bring customers a feeling of super","No.246-1, Lanjing Street, West District, Chiayi City",60047,,886-5-2255123,"Monday ~ Wednesday 11:00–14:30, 17:00–21:00 Thursday",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/24484b4ce41c88af0a7d2512ecb090b9.JPG,Fei Fei 小餐館,,,,,120.4468668,23.4772942,1,,2018/12/21 22:59
C3_376600000A_000016,Hale poetry healthy baking,"In the 78th year of the Republic of China, Deng Shuling in the United States began her research and development of baking because she was not used to eating greasy and salty food. After returning to Taiwan, due to frequent incidents of food safety, the Hale Poetry Studio was established to provide natural yeast bread reservation service. Deng Shuling insisted that her bread needs 100% natural and matched with seasonal ingredients. Because of the fear that semi-finished products may have food additives, the fillings should be made as much as possible, and the small farmers in the field can ensure the quality of raw materials. Deng Shuling's approach is to use the natural sourdough yeast group to ferment at low temperature for a long time, and develop natural flavor and taste without any artificial additives. Every bread in the store is healthy for more than 40 hours. bread. Due to the consumer's affirmation of Hale's poetry, in the Republic of China in 103 years, Hale's poetry had a physical storefront, and in order to improve product quality, it passed ISO 9001 certification in 105 years. Although the practice of natural yeast bread is time-consuming and often affected by the climate, the original intention of letting Shuling adhere to it is the affirmation and support of the guests. Natural and healthy health bread is the best choice for many customers who like fitness and health care. Especially for patients with three highs, because they eat Shuling's bread, they don't","In the 78th year of the Republic of China, Deng Shuling in the United States began her research and development of baking because she was not used to eating greasy and salty food. After returning to Taiwan, due to frequent incidents of food safety, the Hale Poetry Studio was established to provide natural yeast bread reservation service. Deng Shuling insisted that her bread needs 100% natural and matched with seasonal ingredients. Because of the fear that semi-finished products may have food additives, the fillings should be made as much as possible, and the small farmers in the field can ensure the quality of raw materials. Deng Shuling's approach is to use the natural sourdough yeast group to ferment at low temperature for a long time, and develop natural flavor and taste without any artificial additives. Every bread in the store is healthy for more than 40 hours. bread. Due to the consumer's affirmation of Hale's poetry, in the Republic of China in 103 years, Hale's poetry had a physical storefront, and in order to improve product quality, it passed ISO 9001 certification in 105 years. Although the practice of natural yeast bread is time-consuming and often affected by the climate, the original intention of letting Shuling adhere to it is the affirmation and support of the guests. Natural and healthy health bread is the best choice for many customers who like fitness and health care. Especially for patients with three highs, because they eat Shuling's bread, they don't","178 Wuxian Street, West District, Chiayi City",60094,,886-5-2337318,Monday ~ Sunday 10:00–20:00,ChiayiTravel,http://healthbakery.blogspot.tw/,https://travel.chiayi.gov.tw/upload/delicacies/b1bed2f37a66977abeced2f0b666cdfe.jpg,黑爾詩健康烘焙,,,,,120.4448348,23.4870015,1,,2018/12/21 21:30
C3_376600000A_000017,Live Spring Humanities Tea House,"In recent years, the rise of Chiayi City's “Yiyi Senhuo Village” has led to more tourists experience the slow pace of life in a small city and the leisurely pace of life. The Living Spring Humanities Tea House is located at the entrance of the lively village of Yiyi, with a view of the quiet lotus pond. The Living Spring Humanities Tea House, founded by Professor Fang of the Tea Culture and Business Management Program of Datong Technical College, has been in the village of Yiyisen for more than three years. He hopes to provide a domestic and foreign traveller to calm down the taste of Taiwanese mountain tea. Sweet, experience the beauty of oriental tea and promote the space of tea culture. Between 2014 and 2016, the Living Spring Humanities hosted many foreign guests, smashing the history of thousands of years of tea into a pot of warm tea, so that guests can feel the temperature of the live spring tea. Stepping into the Living Spring Humanities Tea House, all kinds of exquisite tea and pottery products are gently and firmly seated in their respective positions, as if the gentleman who is isolated from the world does not stain a little earthly dust. When the eyes crossed the coffin window, the elegant lotus pond view condensed the pace of time, leading the guests to inadvertently settle the window wood table, enjoy the time of the mountain tea and leisure time. The live spring ""Love Tea Food"" series of refreshments, offering hand-made love rose tower, happy rainbow cake and romantic butterfly bean tea. The tea experience in the store, after you choose a single tea, use a method similar to Hakka tea.","In recent years, the rise of Chiayi City's “Yiyi Senhuo Village” has led to more tourists experience the slow pace of life in a small city and the leisurely pace of life. The Living Spring Humanities Tea House is located at the entrance of the lively village of Yiyi, with a view of the quiet lotus pond. The Living Spring Humanities Tea House, founded by Professor Fang of the Tea Culture and Business Management Program of Datong Technical College, has been in the village of Yiyisen for more than three years. He hopes to provide a domestic and foreign traveller to calm down the taste of Taiwanese mountain tea. Sweet, experience the beauty of oriental tea and promote the space of tea culture. Between 2014 and 2016, the Living Spring Humanities hosted many foreign guests, smashing the history of thousands of years of tea into a pot of warm tea, so that guests can feel the temperature of the live spring tea. Stepping into the Living Spring Humanities Tea House, all kinds of exquisite tea and pottery products are gently and firmly seated in their respective positions, as if the gentleman who is isolated from the world does not stain a little earthly dust. When the eyes crossed the coffin window, the elegant lotus pond view condensed the pace of time, leading the guests to inadvertently settle the window wood table, enjoy the time of the mountain tea and leisure time. The live spring ""Love Tea Food"" series of refreshments, offering hand-made love rose tower, happy rainbow cake and romantic butterfly bean tea. The tea experience in the store, after you choose a single tea, use a method similar to Hakka tea.","No. 4, Lane 199, Gonghe Road, East District, Chiayi City",60050,,886-5-2712159,Monday ~ Sunday 10:00–18:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/b37cd39eab2043ea414641725f6ec621.JPG,活泉人文茶館,,,,,120.4560784,23.474971,1,,2018/12/20 15:25
C3_376600000A_000018,Fragrant Garden Enterprise,"Tea bricks can also be shaped? Yes, in the ""Fofangyuan Enterprise"", in addition to the design of custom-made tea bricks, there are also 12 Chinese tea bricks. ""Because of gifts, customers can easily choose themselves or the other's zodiac."" I was very proud of my thoughts. ""And because the guests are too delicate and beautiful, the guests are reluctant to drink."" The words can be heard of her pride in this cause. However, all these achievements are not from the sky. Years ago, a car accident took the life of the boss, and suddenly made the livelihood into trouble. Because of the marginal contact with the tea that the boss loved during his lifetime, she let her go to the tea line to learn and explore from the beginning. On the one hand, to continue the boss’s wishes, The aspect is also an opportunity for you to make a comeback. He Fenfang, who is very particular about traditional technology, insists on self-collecting tea, hand-frying tea and baking tea, and is committed to innovation and research and development. In recent years, he has promoted ""coffee leaf"". Because He Fenfang pays attention to health and health care, and wants to let the Chinese people know more about coffee leaves, she talks: ""The coffee leaves have no caffeine, and the longer the bubble, the better, no bitterness, important. It also has health benefits."" In addition to focusing on innovation and research and development, He Fenfang has spared no effort in conveying the image of Chiayi.","Tea bricks can also be shaped? Yes, in the ""Fofangyuan Enterprise"", in addition to the design of custom-made tea bricks, there are also 12 Chinese tea bricks. ""Because of gifts, customers can easily choose themselves or the other's zodiac."" I was very proud of my thoughts. ""And because the guests are too delicate and beautiful, the guests are reluctant to drink."" The words can be heard of her pride in this cause. However, all these achievements are not from the sky. Years ago, a car accident took the life of the boss, and suddenly made the livelihood into trouble. Because of the marginal contact with the tea that the boss loved during his lifetime, she let her go to the tea line to learn and explore from the beginning. On the one hand, to continue the boss’s wishes, The aspect is also an opportunity for you to make a comeback. He Fenfang, who is very particular about traditional technology, insists on self-collecting tea, hand-frying tea and baking tea, and is committed to innovation and research and development. In recent years, he has promoted ""coffee leaf"". Because He Fenfang pays attention to health and health care, and wants to let the Chinese people know more about coffee leaves, she talks: ""The coffee leaves have no caffeine, and the longer the bubble, the better, no bitterness, important. It also has health benefits."" In addition to focusing on innovation and research and development, He Fenfang has spared no effort in conveying the image of Chiayi.","No. 23, Lane 145, Xing'an Street, East District, Chiayi City",60064,,886-5-2253688,Monday ~ Sunday 10:00–18:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/eb530f6a313c86a306dd17a62ab48116.JPG,芬芳園企業社,,,,,120.4508711,23.460119,1,,2018/12/21 13:51
C3_376600000A_000019,Manchu Tea Garden,"In the age of hand-cranked beverage stores, most people like tea that is quick and easy to take away, but often forgets the fact that a cup of good tea needs time to brew. Fan Yizhen of the Manchu Tea Garden is familiar with this fact. Therefore, in the 103rd year of the Republic of China, the Manchurian Tea Garden was opened on the cultural road. In order to get the tea made by the consumers themselves. Yi Zhen said that the most important thing for tea drinking is the platform for face-to-face communication. Through a complete tea process, she must let the guests know the aroma, taste and characteristics of each tea in the store, such as the natural flavor of honey oolong. The fruity fragrance quietly sneaked away the elegant honey fragrance. The green tea soup of the green heart is a fresh and smooth spring after the entrance. With the different climate every season, how can the same tea change its own time? The taste, these stories need to be slowly told to the guests through a few pots of tea, so a group of guests often need more than an hour of reception, but Yizhen is happy, she said, these days of receiving guests are piled up The biggest gain she has made since she opened the store. The tea in Manguan Tea Garden does not pursue gorgeous packaging. It only insists on tea from home planting, picking, baking, packaging, and sales. There is no one step to fake others. It is only sent to SGS in 106 years.","In the age of hand-cranked beverage stores, most people like tea that is quick and easy to take away, but often forgets the fact that a cup of good tea needs time to brew. Fan Yizhen of the Manchu Tea Garden is familiar with this fact. Therefore, in the 103rd year of the Republic of China, the Manchurian Tea Garden was opened on the cultural road. In order to get the tea made by the consumers themselves. Yi Zhen said that the most important thing for tea drinking is the platform for face-to-face communication. Through a complete tea process, she must let the guests know the aroma, taste and characteristics of each tea in the store, such as the natural flavor of honey oolong. The fruity fragrance quietly sneaked away the elegant honey fragrance. The green tea soup of the green heart is a fresh and smooth spring after the entrance. With the different climate every season, how can the same tea change its own time? The taste, these stories need to be slowly told to the guests through a few pots of tea, so a group of guests often need more than an hour of reception, but Yizhen is happy, she said, these days of receiving guests are piled up The biggest gain she has made since she opened the store. The tea in Manguan Tea Garden does not pursue gorgeous packaging. It only insists on tea from home planting, picking, baking, packaging, and sales. There is no one step to fake others. It is only sent to SGS in 106 years.","No. 260, Wenhua Road, East District, Chiayi City",60044,,886-5-2776577,Monday ~ Sunday 14:00–22:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/d0417c9c725b8f4fadc385de897f85b8.JPG,滿冠茶園,,,,,120.4489944,23.4828362,1,,2018/12/21 23:41
C3_376600000A_000020,Zhuowu Coffee,"In the 1990s, Xu Dingrong’s father, Xu Junrong, resolutely ended his own tea production and replanted the coffee tree at the most dangerous Zhuowu Mountain at the southern end of Alishan. At first, I knew a little about the knowledge of coffee beans. I was a full-fledged coffeeman. After five years of hard research and exploration, I managed from farm management, picking beans, and frying beans. Every step of the way, Xu Junrong must be close to each other. In order to ensure quality, wear presbyopia. Mirrors one grain and one grain of coffee beans, picking up and picking up every night, and finally picking out the coffee beans of the ""National Fine Coffee Beans Evaluation"" National First Prize, turning a string of rubies into Zhuowushan Farm. Masterpiece. Recalling the hard work of his father during the past five years, Xu Dingqi said: ""At that time, the raw beans that had accumulated for 2 years and were nearly 700 kilograms could not be sold."" In the Republic of China in 1996, in order to help promote the coffee beans produced by the family, Xu Dingzheng The store opened in Chiayi City. The name of the store is called ""Zhuowu Coffee"". In addition to selling coffee beans from your own farm, the store has gradually added desserts, brunch, coffee brewing utensils and coffee over time. Rich items such as gift boxes. Even with the ""National First Prize Coffee"" award, Xu Dingzhen still can't neglect the quality of the coffee in the store. In order to strictly control the coffee in the store, continue to learn and improve.","In the 1990s, Xu Dingrong’s father, Xu Junrong, resolutely ended his own tea production and replanted the coffee tree at the most dangerous Zhuowu Mountain at the southern end of Alishan. At first, I knew a little about the knowledge of coffee beans. I was a full-fledged coffeeman. After five years of hard research and exploration, I managed from farm management, picking beans, and frying beans. Every step of the way, Xu Junrong must be close to each other. In order to ensure quality, wear presbyopia. Mirrors one grain and one grain of coffee beans, picking up and picking up every night, and finally picking out the coffee beans of the ""National Fine Coffee Beans Evaluation"" National First Prize, turning a string of rubies into Zhuowushan Farm. Masterpiece. Recalling the hard work of his father during the past five years, Xu Dingqi said: ""At that time, the raw beans that had accumulated for 2 years and were nearly 700 kilograms could not be sold."" In the Republic of China in 1996, in order to help promote the coffee beans produced by the family, Xu Dingzheng The store opened in Chiayi City. The name of the store is called ""Zhuowu Coffee"". In addition to selling coffee beans from your own farm, the store has gradually added desserts, brunch, coffee brewing utensils and coffee over time. Rich items such as gift boxes. Even with the ""National First Prize Coffee"" award, Xu Dingzhen still can't neglect the quality of the coffee in the store. In order to strictly control the coffee in the store, continue to learn and improve.","No.194 Minsheng North Road, West District, Chiayi City",60048,,886-5-2225896,Monday ~ Sunday 08:00–17:00,ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/a1caaecfb09c9ae3e8d67405dbe25250.JPG,卓武咖啡,,,,,120.4464414,23.4787066,1,,2018/12/20 16:23
C3_376600000A_000021,New Taiwanese Cake Shop,"In the 103rd year of the Republic of China, the film KANO created a 340 million box office success. In the same year, Lu Yaling, who was a Japanese translator at Zhubei Optoelectronics Industry Co., ended his career in more than ten years and returned to Chiayi City to help him get older. Dad runs a shop at home. The new Taiwanese cake shop can be traced back to the Japanese occupation in 1901, and the Japanese-style house, which was run by the Japanese Yoshida Hideo, was the designated restaurant for the royal dessert when the Japanese Crown Prince came to Taiwan. The KANO was restored. After the recovery, Lu Fu took over and continued to operate, officially renamed the store ""New Taiwan Cake Shop"", and specially hired Japanese and fruit masters to see the store in the store, in order to reproduce the daily snacks. Containing Shenmu Yangshuo, Japanese-style steamed buns, and floating snow cakes, each of which continues the intentions and skills of Japanese-style staff, each carrying the historical story of the Japanese house. The new Taiwanese cake shop is now operated by Lu Kun’s second generation, the father of the Ya Ling, and the father’s spirit of “being loyal to the original taste and natural law”, and the introduction of preservatives without rich preservatives. The traditional numbness allows hackers to eat three kinds of stuffing of red beans, peanuts and sesame seeds at a time, and cooperate with modern people.","In the 103rd year of the Republic of China, the film KANO created a 340 million box office success. In the same year, Lu Yaling, who was a Japanese translator at Zhubei Optoelectronics Industry Co., ended his career in more than ten years and returned to Chiayi City to help him get older. Dad runs a shop at home. The new Taiwanese cake shop can be traced back to the Japanese occupation in 1901, and the Japanese-style house, which was run by the Japanese Yoshida Hideo, was the designated restaurant for the royal dessert when the Japanese Crown Prince came to Taiwan. The KANO was restored. After the recovery, Lu Fu took over and continued to operate, officially renamed the store ""New Taiwan Cake Shop"", and specially hired Japanese and fruit masters to see the store in the store, in order to reproduce the daily snacks. Containing Shenmu Yangshuo, Japanese-style steamed buns, and floating snow cakes, each of which continues the intentions and skills of Japanese-style staff, each carrying the historical story of the Japanese house. The new Taiwanese cake shop is now operated by Lu Kun’s second generation, the father of the Ya Ling, and the father’s spirit of “being loyal to the original taste and natural law”, and the introduction of preservatives without rich preservatives. The traditional numbness allows hackers to eat three kinds of stuffing of red beans, peanuts and sesame seeds at a time, and cooperate with modern people.","No. 294, Zhongshan Road, West District, Chiayi City",60041,,886-5-2222154,"Sunday ~ Thursday 08:30–21:30 Friday, Saturday 08:30–22:00",ChiayiTravel,http://www.newtaiwan-bakery.com.tw/,https://travel.chiayi.gov.tw/upload/delicacies/211818b09d066a2703858240c818ad1d.JPG,新台灣餅舖,,,,,120.4492894,23.4798907,1,,2018/12/21 17:55
C3_376600000A_000022,Infusion cake black tea store,"The biggest problem for Zhang Jiahong, the manager of the infusion cake black tea store: When I asked him to point out the most recommended meals in the store. After 7 years of dust washing in the county, Jiahong returned to Chiayi City in 105 years. He and the dessert chef Fu Laiyi included a small street called Chimei Street, which is known as the ""American Street"". Specialty store. The storefront is a large glass floor-to-ceiling window, which is interlaced with white windows and divides the scenery in the store into a warm and quiet painting. Stepping into the world of painting, the comfortable atmosphere and music are casually swaying in the space, leading each guest to become an indispensable part of the art. Every French dessert placed in the bar dessert cabinet is a combination of inspirational stories that combines your own experience and life in France. After one or two months of research and development, you should include yourself in the past. Learning the perseverance of the music, the spirit of the iron shovel, betting on the creation of dessert, so her desserts have a rich and diverse aesthetic level. With different desserts, Jiahong will recommend different single teas. The tea in the store will be selected from tea, brewed and served to the guests. Each procedure will be carefully checked by Jiahong.","The biggest problem for Zhang Jiahong, the manager of the infusion cake black tea store: When I asked him to point out the most recommended meals in the store. After 7 years of dust washing in the county, Jiahong returned to Chiayi City in 105 years. He and the dessert chef Fu Laiyi included a small street called Chimei Street, which is known as the ""American Street"". Specialty store. The storefront is a large glass floor-to-ceiling window, which is interlaced with white windows and divides the scenery in the store into a warm and quiet painting. Stepping into the world of painting, the comfortable atmosphere and music are casually swaying in the space, leading each guest to become an indispensable part of the art. Every French dessert placed in the bar dessert cabinet is a combination of inspirational stories that combines your own experience and life in France. After one or two months of research and development, you should include yourself in the past. Learning the perseverance of the music, the spirit of the iron shovel, betting on the creation of dessert, so her desserts have a rich and diverse aesthetic level. With different desserts, Jiahong will recommend different single teas. The tea in the store will be selected from tea, brewed and served to the guests. Each procedure will be carefully checked by Jiahong.","No.179 Chengren Street, East District, Chiayi City",60046,,886-5-2270300,"Wednesday ~ Sunday 13:00–19:00 Monday, Tuesday",ChiayiTravel,,https://travel.chiayi.gov.tw/upload/delicacies/5848d59da305c493d08c627a26c624dd.jpg,infusion蛋糕紅茶專賣店,,,,,120.4520577,23.4802819,1,,2018/12/21 21:27
